"","Locality","Townland","Town"
"7297",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7298",NA,"COOLESSAN","LIMAVADY"
"7299",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7300",NA,"ENAGH","LIMAVADY"
"7301",NA,"COOLESSAN","LIMAVADY"
"7302",NA,"ENAGH","LIMAVADY"
"7303",NA,"ENAGH","LIMAVADY"
"7304",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7305",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7306",NA,"ENAGH","LIMAVADY"
"7307",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7308",NA,"COOLESSAN","LIMAVADY"
"7309",NA,"COOLESSAN","LIMAVADY"
"7310",NA,"RATHBRADY MORE","LIMAVADY"
"7311",NA,"DRUMRAIGHLAND","LIMAVADY"
"7312",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7313",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7314",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7315",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7316",NA,"ENAGH","LIMAVADY"
"7317",NA,"BOVALLY","LIMAVADY"
"7318",NA,"BOVALLY","LIMAVADY"
"7319",NA,"RATHBRADY MORE","LIMAVADY"
"7320",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7321",NA,"ARDMORE","LIMAVADY"
"7322",NA,"DRUMMOND","LIMAVADY"
"7323",NA,"ENAGH","LIMAVADY"
"7324",NA,"CARRAN","LIMAVADY"
"7325",NA,"CARRAN","LIMAVADY"
"7326",NA,"BOVALLY","LIMAVADY"
"7327",NA,"CARRAN","LIMAVADY"
"7328",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7329",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7330",NA,"ENAGH","LIMAVADY"
"7331",NA,"CARRAN","LIMAVADY"
"7332",NA,"COOLESSAN","LIMAVADY"
"7333",NA,"COOLESSAN","LIMAVADY"
"7334",NA,"ENAGH","LIMAVADY"
"7335",NA,"BOVALLY","LIMAVADY"
"7336",NA,"BALLYLEAGRY","LIMAVADY"
"7337",NA,"TERRYDREMONT NORTH","LIMAVADY"
"7338",NA,"ENAGH","LIMAVADY"
"7339",NA,"LARGY","LIMAVADY"
"7340",NA,"BALLYQUIN","LIMAVADY"
"7341",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"7342",NA,"MOYS","LIMAVADY"
"7343",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7344",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7345",NA,"BOVALLY","LIMAVADY"
"7346","FRUITHILL","FRUITHILL","LIMAVADY"
"7347",NA,"DRUMBALLYDONAGHY","LIMAVADY"
"7348",NA,"CORNDALE UPPER","LIMAVADY"
"7349",NA,"GLACK","LIMAVADY"
"7350",NA,"BALLYDARROG","LIMAVADY"
"7351",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7352",NA,"BALLYMULLY","LIMAVADY"
"7353",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7354",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7355",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7356",NA,"BOVALLY","LIMAVADY"
"7357",NA,"BOVALLY","LIMAVADY"
"7358",NA,"WALWORTH","LIMAVADY"
"7359",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7360",NA,"RATHBRADY MORE","LIMAVADY"
"7361",NA,"BOVALLY","LIMAVADY"
"7362",NA,"DEER PARK","LIMAVADY"
"7363",NA,"ENAGH","LIMAVADY"
"7364",NA,"BOVALLY","LIMAVADY"
"7365",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7366",NA,"DRUMAVALLY","LIMAVADY"
"7367",NA,"ENAGH","LIMAVADY"
"7368",NA,"BELLARENA","LIMAVADY"
"7369",NA,"CARRAN","LIMAVADY"
"7370",NA,"BOVALLY","LIMAVADY"
"7371",NA,"BOVALLY","LIMAVADY"
"7372",NA,"RATHBRADY MORE","LIMAVADY"
"7373",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7374",NA,"RATHBRADY MORE","LIMAVADY"
"7375",NA,"LENAMORE","LIMAVADY"
"7376",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7377",NA,"DROMORE","LIMAVADY"
"7378",NA,"COOLESSAN","LIMAVADY"
"7379",NA,"DRUMAVALLY","LIMAVADY"
"7380","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY"
"7381","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7382",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"7383",NA,"BALLYMAGOLAND","LIMAVADY"
"7384",NA,"DRUMAVALLY","LIMAVADY"
"7385",NA,"ENAGH","LIMAVADY"
"7386",NA,"ARDGARVAN","LIMAVADY"
"7387",NA,"DRUMSURN UPPER","LIMAVADY"
"7388",NA,"BENONE","LIMAVADY"
"7389",NA,"ENAGH","LIMAVADY"
"7390",NA,"ENAGH","LIMAVADY"
"7391",NA,"RATHBRADY MORE","LIMAVADY"
"7392",NA,"DRUMRAIGHLAND","LIMAVADY"
"7393",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7394",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7395",NA,"KILLANE","LIMAVADY"
"7396",NA,"BOVALLY","LIMAVADY"
"7397",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7398",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7399",NA,"BOVALLY","LIMAVADY"
"7400",NA,"BOVALLY","LIMAVADY"
"7401",NA,"BOVALLY","LIMAVADY"
"7402",NA,"ENAGH","LIMAVADY"
"7403",NA,"BROIGHTER","LIMAVADY"
"7404",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7405",NA,"COOLESSAN","LIMAVADY"
"7406",NA,"RATHBRADY MORE","LIMAVADY"
"7407",NA,"BALLYSPALLAN","LIMAVADY"
"7408",NA,"TERRYDREMONT NORTH","LIMAVADY"
"7409",NA,"BOVALLY","LIMAVADY"
"7410",NA,"DRUMSURN LOWER","LIMAVADY"
"7411",NA,"COOLESSAN","LIMAVADY"
"7412",NA,"COOLESSAN","LIMAVADY"
"7413",NA,"BOVALLY","LIMAVADY"
"7414",NA,"LARGY","LIMAVADY"
"7415",NA,"CARRAN","LIMAVADY"
"7416",NA,"BOVALLY","LIMAVADY"
"7417",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7418",NA,"COOLESSAN","LIMAVADY"
"7419",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7420",NA,"BOVALLY","LIMAVADY"
"7421",NA,"CARROWCLARE","LIMAVADY"
"7422",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7423",NA,"DRUMAHORGAN","LIMAVADY"
"7424",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7425",NA,"GORTNAMONEY","LIMAVADY"
"7426",NA,"ENAGH","LIMAVADY"
"7427",NA,"DROMORE","LIMAVADY"
"7428",NA,"ENAGH","LIMAVADY"
"7429",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7430",NA,"RATHBRADY MORE","LIMAVADY"
"7431",NA,"COOLESSAN","LIMAVADY"
"7432",NA,"RATHBRADY MORE","LIMAVADY"
"7433",NA,"COOLESSAN","LIMAVADY"
"7434",NA,"RATHBRADY MORE","LIMAVADY"
"7435",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7436",NA,"RATHBRADY MORE","LIMAVADY"
"7437",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7438",NA,"COOLESSAN","LIMAVADY"
"7439",NA,"RATHBRADY MORE","LIMAVADY"
"7440",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7441",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7442",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7443",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7444",NA,"FARLOW","LIMAVADY"
"7445",NA,"DROMORE","LIMAVADY"
"7446",NA,"COOLESSAN","LIMAVADY"
"7447",NA,"KILLANE","LIMAVADY"
"7448",NA,"RATHBRADY MORE","LIMAVADY"
"7449",NA,"RATHBRADY MORE","LIMAVADY"
"7450",NA,"RATHBRADY MORE","LIMAVADY"
"7451",NA,"DEER PARK","LIMAVADY"
"7452",NA,"BOVALLY","LIMAVADY"
"7453",NA,"BOVALLY","LIMAVADY"
"7454",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7455",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7456",NA,"ARDGARVAN","LIMAVADY"
"7457",NA,"BOVALLY","LIMAVADY"
"7458",NA,"ENAGH","LIMAVADY"
"7459",NA,"COOLESSAN","LIMAVADY"
"7460",NA,"ENAGH","LIMAVADY"
"7461",NA,"ENAGH","LIMAVADY"
"7462",NA,"BOVALLY","LIMAVADY"
"7463",NA,"RATHBRADY MORE","LIMAVADY"
"7464",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7465",NA,"ARDGARVAN","LIMAVADY"
"7466",NA,"DRUMRAMER","LIMAVADY"
"7467",NA,"ENAGH","LIMAVADY"
"7468",NA,"RATHBRADY MORE","LIMAVADY"
"7469",NA,"BOVALLY","LIMAVADY"
"7470",NA,"DRUMMOND","LIMAVADY"
"7471",NA,"ENAGH","LIMAVADY"
"7472",NA,"BALLYQUIN","LIMAVADY"
"7473",NA,"BALLYQUIN","LIMAVADY"
"7474",NA,"DRUMSURN UPPER","LIMAVADY"
"7475",NA,"DRUMSURN LOWER","LIMAVADY"
"7476",NA,"CLOGHAN","LIMAVADY"
"7477",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7478",NA,"DRUMSURN LOWER","LIMAVADY"
"7479",NA,"COOLESSAN","LIMAVADY"
"7480","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"7481",NA,"GLACK","LIMAVADY"
"7482",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"7483",NA,"DRUMNAHAY","LIMAVADY"
"7484",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7485",NA,"COOLESSAN","LIMAVADY"
"7486",NA,"BOVALLY","LIMAVADY"
"7487",NA,"CARROWCLARE","LIMAVADY"
"7488",NA,"TULLY","LIMAVADY"
"7489",NA,"BENONE","LIMAVADY"
"7490",NA,"RATHBRADY MORE","LIMAVADY"
"7491",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7492",NA,"RATHBRADY MORE","LIMAVADY"
"7493",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7494",NA,"GLACK","LIMAVADY"
"7495",NA,"LARGY","LIMAVADY"
"7496",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7497",NA,"RATHBRADY MORE","LIMAVADY"
"7498",NA,"FREEHALL OR MONEYVENNON","LIMAVADY"
"7499",NA,"ENAGH","LIMAVADY"
"7500",NA,"BOVALLY","LIMAVADY"
"7501",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7502",NA,"CARRAN","LIMAVADY"
"7503",NA,"CARRAN","LIMAVADY"
"7504",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7505",NA,"OUGHTYMOYLE","LIMAVADY"
"7506",NA,"BOVALLY","LIMAVADY"
"7507",NA,"ENAGH","LIMAVADY"
"7508",NA,"MOYS","LIMAVADY"
"7509",NA,"ENAGH","LIMAVADY"
"7510",NA,"RATHBRADY MORE","LIMAVADY"
"7511",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7512",NA,"ENAGH","LIMAVADY"
"7513",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7514",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7515",NA,"GORTNAMONEY","LIMAVADY"
"7516",NA,"BOVALLY","LIMAVADY"
"7517",NA,"BOVALLY","LIMAVADY"
"7518",NA,"BOVALLY","LIMAVADY"
"7519",NA,"KILLANE","LIMAVADY"
"7520",NA,"CARRAN","LIMAVADY"
"7521",NA,"ARDGARVAN","LIMAVADY"
"7522",NA,"RATHBRADY MORE","LIMAVADY"
"7523",NA,"ENAGH","LIMAVADY"
"7524",NA,"BOVALLY","LIMAVADY"
"7525",NA,"RATHBRADY MORE","LIMAVADY"
"7526",NA,"RATHBRADY MORE","LIMAVADY"
"7527",NA,"COOLESSAN","LIMAVADY"
"7528",NA,"RATHBRADY MORE","LIMAVADY"
"7529",NA,"LOMOND","LIMAVADY"
"7530",NA,"BELLARENA","LIMAVADY"
"7531",NA,"LARGY","LIMAVADY"
"7532",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7533","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"7534",NA,"CARROWCLARE","LIMAVADY"
"7535",NA,"BALLYMULTIMBER","LIMAVADY"
"7536",NA,"MOYS","LIMAVADY"
"7537",NA,"BALLYHENRY WEST","LIMAVADY"
"7538",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7539",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7540",NA,"LENAMORE","LIMAVADY"
"7541",NA,"DRUMAGOSKER","LIMAVADY"
"7542",NA,"BALLYMACRAN","LIMAVADY"
"7543",NA,"BALLYHENRY EAST","LIMAVADY"
"7544",NA,"GORTNAMONEY","LIMAVADY"
"7545",NA,"CARROWMENAGH","LIMAVADY"
"7546",NA,"RATHBRADY MORE","LIMAVADY"
"7547",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7548",NA,"RATHBRADY MORE","LIMAVADY"
"7549",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7550",NA,"COOLESSAN","LIMAVADY"
"7551",NA,"CARRAN","LIMAVADY"
"7552",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7553",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7554",NA,"ENAGH","LIMAVADY"
"7555",NA,"TARTNAKILLY","LIMAVADY"
"7556",NA,"RATHBRADY MORE","LIMAVADY"
"7557",NA,"ENAGH","LIMAVADY"
"7558",NA,"COOLESSAN","LIMAVADY"
"7559",NA,"RATHBRADY MORE","LIMAVADY"
"7560",NA,"RATHBRADY MORE","LIMAVADY"
"7561",NA,"RATHBRADY MORE","LIMAVADY"
"7562",NA,"RATHBRADY MORE","LIMAVADY"
"7563",NA,"BOVALLY","LIMAVADY"
"7564",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7565",NA,"ENAGH","LIMAVADY"
"7566",NA,"RATHBRADY MORE","LIMAVADY"
"7567",NA,"RATHBRADY MORE","LIMAVADY"
"7568",NA,"COOLESSAN","LIMAVADY"
"7569",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7570","BOVALLY","BOVALLY","LIMAVADY"
"7571",NA,"ENAGH","LIMAVADY"
"7572",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7573",NA,"RATHBRADY MORE","LIMAVADY"
"7574",NA,"BALLYAVELIN NORTH","LIMAVADY"
"7575",NA,"BOVALLY","LIMAVADY"
"7576",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7577",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7578",NA,"BOVALLY","LIMAVADY"
"7579",NA,"BOVALLY","LIMAVADY"
"7580",NA,"CARRAN","LIMAVADY"
"7581",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7582",NA,"RATHBRADY MORE","LIMAVADY"
"7583",NA,"BOVALLY","LIMAVADY"
"7584",NA,"RATHBRADY MORE","LIMAVADY"
"7585",NA,"SHANREAGH","LIMAVADY"
"7586",NA,"TAMLAGHT","LIMAVADY"
"7587",NA,"COOLESSAN","LIMAVADY"
"7588",NA,"BOVALLY","LIMAVADY"
"7589",NA,"BOVALLY","LIMAVADY"
"7590",NA,"RATHBRADY MORE","LIMAVADY"
"7591",NA,"EDENMORE","LIMAVADY"
"7592",NA,"BOVALLY","LIMAVADY"
"7593",NA,"RUSKEY","LIMAVADY"
"7594",NA,"ENAGH","LIMAVADY"
"7595",NA,"LARGY","LIMAVADY"
"7596",NA,"CARRICK","LIMAVADY"
"7597",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7598",NA,"DRUMSURN LOWER","LIMAVADY"
"7599",NA,"RATHBRADY MORE","LIMAVADY"
"7600",NA,"SCOTCHTOWN","LIMAVADY"
"7601",NA,"CRESSY CRIB","LIMAVADY"
"7602","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"7603",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7604",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7605",NA,"BOVALLY","LIMAVADY"
"7606",NA,"BALLYSCULLION","LIMAVADY"
"7607",NA,"SHANVEY","LIMAVADY"
"7608","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"7609",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7610",NA,"MULLAGH","LIMAVADY"
"7611",NA,"BOVALLY","LIMAVADY"
"7612",NA,"BALLYQUIN","LIMAVADY"
"7613",NA,"DRUMSURN LOWER","LIMAVADY"
"7614",NA,"ENAGH","LIMAVADY"
"7615",NA,"BOVALLY","LIMAVADY"
"7616",NA,"CRESSY CRIB","LIMAVADY"
"7617",NA,"BOVALLY","LIMAVADY"
"7618",NA,"ARDGARVAN","LIMAVADY"
"7619",NA,"DOWLAND","LIMAVADY"
"7620",NA,"BOVALLY","LIMAVADY"
"7621",NA,"SESNAGH","LIMAVADY"
"7622",NA,"COOLESSAN","LIMAVADY"
"7623",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7624",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7625",NA,"DIRTAGH","LIMAVADY"
"7626",NA,"KILLYBREADY","LIMAVADY"
"7627",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"7628",NA,"RATHBRADY MORE","LIMAVADY"
"7629",NA,"DRUMMOND","LIMAVADY"
"7630",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7631",NA,"DUNCRUN","LIMAVADY"
"7632",NA,"BALLYMULLY","LIMAVADY"
"7633",NA,"KILHOYLE","LIMAVADY"
"7634",NA,"ENAGH","LIMAVADY"
"7635",NA,"BALLYSCULLION","LIMAVADY"
"7636",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7637",NA,"LARGY","LIMAVADY"
"7638",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7639",NA,"GORTNAMONEY","LIMAVADY"
"7640",NA,"DROMORE","LIMAVADY"
"7641",NA,"BOVALLY","LIMAVADY"
"7642",NA,"BOVALLY","LIMAVADY"
"7643",NA,"BOVALLY","LIMAVADY"
"7644",NA,"BOVALLY","LIMAVADY"
"7645",NA,"BOVALLY","LIMAVADY"
"7646",NA,"BOVALLY","LIMAVADY"
"7647",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7648",NA,"GLEBE","LIMAVADY"
"7649",NA,"COOLESSAN","LIMAVADY"
"7650",NA,"BALLYMULTIMBER","LIMAVADY"
"7651",NA,"GORTGARN","LIMAVADY"
"7652",NA,"GLENKEEN","LIMAVADY"
"7653",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7654",NA,"BOVALLY","LIMAVADY"
"7655",NA,"ENAGH","LIMAVADY"
"7656",NA,"DRUMAVALLY","LIMAVADY"
"7657",NA,"COOLESSAN","LIMAVADY"
"7658",NA,"RATHBRADY MORE","LIMAVADY"
"7659",NA,"BOVALLY","LIMAVADY"
"7660",NA,"CARRAN","LIMAVADY"
"7661",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7662",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7663",NA,"SCOTCHTOWN","LIMAVADY"
"7664","FRUITHILL","GRANNAGH","LIMAVADY"
"7665",NA,"GORTNAMONEY","LIMAVADY"
"7666",NA,"BOVALLY","LIMAVADY"
"7667",NA,"ENAGH","LIMAVADY"
"7668",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7669",NA,"COOLESSAN","LIMAVADY"
"7670",NA,"COOLESSAN","LIMAVADY"
"7671",NA,"BOLEA","LIMAVADY"
"7672",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7673",NA,"COOLESSAN","LIMAVADY"
"7674",NA,"CARRAN","LIMAVADY"
"7675",NA,"BOVALLY","LIMAVADY"
"7676",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7677",NA,"CARROWCLARE","LIMAVADY"
"7678",NA,"COOLESSAN","LIMAVADY"
"7679",NA,"BOVALLY","LIMAVADY"
"7680",NA,"LARGY","LIMAVADY"
"7681",NA,"DRUMAVALLY","LIMAVADY"
"7682",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"7683",NA,"GORTNAMONEY","LIMAVADY"
"7684","FRUITHILL","ARTIKELLY","LIMAVADY"
"7685",NA,"DROMORE","LIMAVADY"
"7686",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7687",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7688",NA,"ENAGH","LIMAVADY"
"7689",NA,"ENAGH","LIMAVADY"
"7690",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7691",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7692",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7693",NA,"ENAGH","LIMAVADY"
"7694",NA,"ENAGH","LIMAVADY"
"7695",NA,"RATHBRADY MORE","LIMAVADY"
"7696",NA,"COOLESSAN","LIMAVADY"
"7697",NA,"CARRAN","LIMAVADY"
"7698",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7699",NA,"RATHBRADY MORE","LIMAVADY"
"7700",NA,"COOLESSAN","LIMAVADY"
"7701",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7702",NA,"COOLESSAN","LIMAVADY"
"7703",NA,"RATHBRADY MORE","LIMAVADY"
"7704",NA,"LARGY","LIMAVADY"
"7705",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7706",NA,"TERRYDREMONT NORTH","LIMAVADY"
"7707",NA,"BOVALLY","LIMAVADY"
"7708",NA,"BOVALLY","LIMAVADY"
"7709",NA,"BOVALLY","LIMAVADY"
"7710",NA,"KILLANE","LIMAVADY"
"7711",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7712",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7713",NA,"BOVALLY","LIMAVADY"
"7714",NA,"ENAGH","LIMAVADY"
"7715",NA,"ENAGH","LIMAVADY"
"7716",NA,"COOLESSAN","LIMAVADY"
"7717",NA,"RATHBRADY MORE","LIMAVADY"
"7718",NA,"ARDGARVAN","LIMAVADY"
"7719",NA,"CARRAN","LIMAVADY"
"7720",NA,"BOVALLY","LIMAVADY"
"7721",NA,"BOVALLY","LIMAVADY"
"7722",NA,"ENAGH","LIMAVADY"
"7723",NA,"ENAGH","LIMAVADY"
"7724",NA,"RATHBRADY MORE","LIMAVADY"
"7725",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7726",NA,"RATHBRADY MORE","LIMAVADY"
"7727",NA,"ENAGH","LIMAVADY"
"7728",NA,"CARRAN","LIMAVADY"
"7729",NA,"BOVALLY","LIMAVADY"
"7730",NA,"BOVALLY","LIMAVADY"
"7731",NA,"GLEBE","LIMAVADY"
"7732",NA,"BOVALLY","LIMAVADY"
"7733",NA,"BOVALLY","LIMAVADY"
"7734",NA,"DRUMSURN UPPER","LIMAVADY"
"7735",NA,"DRUMSURN LOWER","LIMAVADY"
"7736",NA,"DRUMSURN LOWER","LIMAVADY"
"7737",NA,"LEEKE","LIMAVADY"
"7738",NA,"CARRAN","LIMAVADY"
"7739",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7740",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7741",NA,"DROMORE","LIMAVADY"
"7742",NA,"BOVALLY","LIMAVADY"
"7743",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7744",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7745",NA,"BALLYSCULLION","LIMAVADY"
"7746",NA,"COOLESSAN","LIMAVADY"
"7747",NA,"MARGYMONAGHAN","LIMAVADY"
"7748",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7749",NA,"BALLYRISK BEG","LIMAVADY"
"7750",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7751",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7752",NA,"RATHBRADY MORE","LIMAVADY"
"7753",NA,"BOVALLY","LIMAVADY"
"7754",NA,"CARROWMENAGH","LIMAVADY"
"7755",NA,"ENAGH","LIMAVADY"
"7756",NA,"RATHBRADY MORE","LIMAVADY"
"7757",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"7758",NA,"CARRAN","LIMAVADY"
